id,label,desc,id_no_prefix,domain,range
http://dbpedia.org/ontology/endDateTime,end date and time,The end date and time of the event.,endDateTime,Event,
http://dbpedia.org/ontology/enginePower,engine power,"Power to be expressed in Watts (kiloWatt, megaWatt)",enginePower,MeanOfTransportation,
http://dbpedia.org/ontology/eparchy,eparchy,Compare with bishopric,eparchy,ReligiousBuilding,
http://dbpedia.org/ontology/episodeNumber,episode number,The episode number of the TelevisionEpisode.,episodeNumber,TelevisionEpisode,
http://dbpedia.org/ontology/eventDescription,event description,This is to describe the event that hapened here (in case there is no event resource to be linked to),eventDescription,HistoricPlace,
http://dbpedia.org/ontology/exhibition,exhibition,Notes about an exhibition the object has been to,exhibition,,
http://dbpedia.org/ontology/extinctionDate,extinction date,"!!! Do NOT use this property for non Species related dates!!! - Date when an Organization (eg PoliticalParty, Company) or Species ceased to exist",extinctionDate,,
http://dbpedia.org/ontology/extinctionYear,extinction year,!!! Do NOT use this property for non Species related dates!!! - Year this species went extinct.,extinctionYear,Species,
http://dbpedia.org/ontology/eyes,eyes,The eye is called the sensory organ of sight in living organisms.,eyes,FictionalCharacter,
http://dbpedia.org/ontology/featuring,featuring,"Name of the second artist, apart the main artist, reserved preferently for singles, promotional singles and songs.",featuring,MusicalWork,Agent
http://dbpedia.org/ontology/filmAudioType,film audio type,specifies the audio type of the film i.e. 'sound' or 'silent',filmAudioType,Film,
http://dbpedia.org/ontology/filmColourType,film colour type,specifies the colour type of the film i.e. 'colour' or 'b/w',filmColourType,Film,
http://dbpedia.org/ontology/finalPublicationDate,final publication date,Date of the final publication.,finalPublicationDate,PeriodicalLiterature,
http://dbpedia.org/ontology/flag,flag (image),Wikimedia Commons file name representing the subject's flag,flag,,
http://dbpedia.org/ontology/flashPoint,flash point,lowest temperature at which a substance can vaporize and start burning,flashPoint,ChemicalSubstance,
http://dbpedia.org/ontology/footedness,Footedness,"a preference to put one's left or right foot forward in surfing, wakeboarding, skateboarding, wakeskating, snowboarding and mountainboarding. The term is sometimes applied to the foot a footballer uses to kick.",footedness,Sport,Person
http://dbpedia.org/ontology/fundedBy,funded by,A organisation financing the research project.,fundedBy,ResearchProject,"Organisation, Person"
http://dbpedia.org/ontology/galicianSpeakersDate,galicianSpeakersDate,The last inquiry date about linguistics uses.,galicianSpeakersDate,Language,
http://dbpedia.org/ontology/galicianSpeakersPercentage,galicianSpeakersPercentage,Percentage of Galician speakers.,galicianSpeakersPercentage,Language,
http://dbpedia.org/ontology/galleryItem,gallery item,A file contained in a gallery,galleryItem,Document,File
http://dbpedia.org/ontology/gaudiAward,Gaudí Award,Awards of the Catalan Academy of Cinema,gaudiAward,Artist,Award
http://dbpedia.org/ontology/geneLocationEnd,gene location end,the end of the gene,geneLocationEnd,GeneLocation,
http://dbpedia.org/ontology/geneLocationStart,gene location start,the start of the gene coordinates,geneLocationStart,GeneLocation,
http://dbpedia.org/ontology/genomeDB,Genome DB,the edition of the database used (i.e. hg19),genomeDB,GeneLocation,
http://dbpedia.org/ontology/glycemicIndex,glycemic index,"Indicates a Food's effect on a person's blood glucose (blood sugar) level. Typically ranges between 50 and 100, where 100 represents the standard, an equivalent amount of pure glucose",glycemicIndex,Food,
http://dbpedia.org/ontology/grayPage,Gray page,Refers to the famous 1918 edition of Gray's Anatomy.,grayPage,AnatomicalStructure,
http://dbpedia.org/ontology/graySubject,Gray subject,Refers to the famous 1918 edition of Gray's Anatomy.,graySubject,AnatomicalStructure,
http://dbpedia.org/ontology/grindingCapability,grinding capability,grinding capability for Mills,grindingCapability,Mill,
http://dbpedia.org/ontology/groupCommemorated,group commemorated,Designates the category of people commemorated by a monument,groupCommemorated,Monument,
http://dbpedia.org/ontology/handedness,handedness,an attribute of humans defined by their unequal distribution of fine motor skill between the left and right hands.,handedness,Person,
http://dbpedia.org/ontology/hasInsidePlace,has inside place,indicates another place situated inside.,hasInsidePlace,Place,Place
http://dbpedia.org/ontology/hasOutsidePlace,has outside place,indicates another place situated around outside.,hasOutsidePlace,Place,Place
http://dbpedia.org/ontology/heritageRegister,heritage register,"registered in a heritage register : inventory of cultural properties, natural and man-made, tangible and intangible, movable and immovable, that are deemed to be of sufficient heritage value to be separately identified and recorded.",heritageRegister,Place,
http://dbpedia.org/ontology/highwaySystem,highway system,the highway system that a route is part of,highwaySystem,Road,
http://dbpedia.org/ontology/homeColourHexCode,colour hex code of home jersey or its parts,A colour represented by its hex code (e.g.: #FF0000 or #40E0D0).,homeColourHexCode,,
http://dbpedia.org/ontology/ibdbId,IBDB ID,The Internet Broadway Database ID (IBDB ID) from ibdb.com.,ibdbId,Play,
http://dbpedia.org/ontology/iconographicAttributes,iconographic attributes,"Standard iconographic elements used when depicting a Saint: pontifical, episcopal, insignia, martyrdom instruments",iconographicAttributes,Saint,
http://dbpedia.org/ontology/idAllocine,Allocine ID,ID of a film on Allocine,idAllocine,Film,
http://dbpedia.org/ontology/individualisedGnd,individualised GND number,"GND (Gemeinsame Normdatei) is an international authority file for the organisation of personal names, subject headings and corporate bodies from catalogues. It is used mainly for documentation in libraries and archives. The GND is managed by the German National Library in cooperation with various library networks. The GND falls under the Creative Commons Zero(CC0) license.",individualisedGnd,,
http://dbpedia.org/ontology/individualisedPnd,individualised PND number,"PND (Personennamendatei) data about a person. PND is published by the German National Library. For each person there is a record with her/his name, birth and occupation connected with a unique identifier, the PND number.",individualisedPnd,Person,
http://dbpedia.org/ontology/initiallyUsedFor,initally used for,Initial use of the architectural structure.,initiallyUsedFor,ArchitecturalStructure,
http://dbpedia.org/ontology/inscription,inscription,Text of an inscription on the object,inscription,,
http://dbpedia.org/ontology/iobdbId,IOBDB ID,"Lortel Archives Internet Off-Broadway database ""show id"" from lortel.org.",iobdbId,Play,
http://dbpedia.org/ontology/brainInfoNumber,brain info number,brain info number,brainInfoNumber,Brain,
http://dbpedia.org/ontology/brainInfoType,brain info type,brain info type,brainInfoType,Brain,
http://dbpedia.org/ontology/britishComedyAwards,British Comedy Awards,British Comedy Awards,britishComedyAwards,Comedian,Award
http://dbpedia.org/ontology/britishOpen,britishOpen,britishOpen,britishOpen,Athlete,
http://dbpedia.org/ontology/britishWins,british wins,british wins,britishWins,Person,
http://dbpedia.org/ontology/bronzeMedalDouble,bronze medal double,bronze medal double,bronzeMedalDouble,TennisPlayer,
http://dbpedia.org/ontology/bronzeMedalMixed,bronze medal mixed,bronze medal mixed,bronzeMedalMixed,TennisPlayer,
http://dbpedia.org/ontology/bronzeMedalSingle,bronze medal single,bronze medal single,bronzeMedalSingle,TennisPlayer,
http://dbpedia.org/ontology/brother,brother,brother,brother,Man,Person
http://dbpedia.org/ontology/budgetYear,budget year,budget year,budgetYear,Place,
http://dbpedia.org/ontology/bustSize,bust size (μ),bust size (μ),bustSize,Person,Length
http://dbpedia.org/ontology/cableCar,cable car,cable car,cableCar,Place,
http://dbpedia.org/ontology/calculationNeeds,its calculation needs,its calculation needs,calculationNeeds,,
http://dbpedia.org/ontology/cannonNumber,cannon number,cannon number,cannonNumber,Place,
http://dbpedia.org/ontology/capitalCoordinates,capital coordinates,capital coordinates,capitalCoordinates,Place,
http://dbpedia.org/ontology/capitalCountry,capital country,capital country,capitalCountry,Island,Country
http://dbpedia.org/ontology/capitalDistrict,capital district,capital district,capitalDistrict,Island,PopulatedPlace
http://dbpedia.org/ontology/capitalElevation,capital elevation (μ),capital elevation (μ),capitalElevation,Island,Length
http://dbpedia.org/ontology/capitalMountain,capital mountain,capital mountain,capitalMountain,Island,Mountain
http://dbpedia.org/ontology/capitalPlace,capital place,capital place,capitalPlace,Island,PopulatedPlace
http://dbpedia.org/ontology/capitalPosition,capital position,capital position,capitalPosition,Island,
http://dbpedia.org/ontology/capitalRegion,capital region,capital region,capitalRegion,Island,PopulatedPlace
http://dbpedia.org/ontology/carcinogen,carcinogen,carcinogen,carcinogen,ChemicalSubstance,
http://dbpedia.org/ontology/careerPoints,career points,career points,careerPoints,FormulaOneRacer,
http://dbpedia.org/ontology/cargoFuel,cargo fuel (g),cargo fuel (g),cargoFuel,Spacecraft,Mass
http://dbpedia.org/ontology/cargoGas,cargo gas (g),cargo gas (g),cargoGas,Spacecraft,Mass
http://dbpedia.org/ontology/cargoWater,cargo water (g),cargo water (g),cargoWater,Spacecraft,Mass
http://dbpedia.org/ontology/casSupplemental,CAS supplemental,CAS supplemental,casSupplemental,,
http://dbpedia.org/ontology/case,case,case,case,Person,
http://dbpedia.org/ontology/catch,catch,catch,catch,Person,
http://dbpedia.org/ontology/caterer,caterer,caterer,caterer,Infrastructure,Caterer
http://dbpedia.org/ontology/catholicPercentage,catholic percentage,catholic percentage,catholicPercentage,PopulatedPlace,
http://dbpedia.org/ontology/causeOfDeath,cause of death,cause of death,causeOfDeath,Person,
http://dbpedia.org/ontology/causedBy,caused by,caused by,causedBy,Event,
http://dbpedia.org/ontology/ccaState,cca state,cca state,ccaState,PopulatedPlace,
http://dbpedia.org/ontology/cemetery,cemetery,cemetery,cemetery,ReligiousBuilding,Cemetery
http://dbpedia.org/ontology/center,norwegian center,norwegian center,center,NorwaySettlement,
http://dbpedia.org/ontology/certification,certification,certification,certification,Single,
http://dbpedia.org/ontology/certificationDate,certification date,certification date,certificationDate,Single,
http://dbpedia.org/ontology/cesarAward,Cesar Award,Cesar Award,cesarAward,Artist,Award
http://dbpedia.org/ontology/chairLabel,chair label,chair label,chairLabel,,
http://dbpedia.org/ontology/chaplain,chaplain,chaplain,chaplain,Organisation,Person
http://dbpedia.org/ontology/chief,chief,chief,chief,,Chief
http://dbpedia.org/ontology/chiefPlace,chief place,chief place,chiefPlace,,PopulatedPlace
http://dbpedia.org/ontology/circle,region,region,circle,PopulatedPlace,
http://dbpedia.org/ontology/circuitLength,circuit length (μ),circuit length (μ),circuitLength,FormulaOneRacing,Length
http://dbpedia.org/ontology/circuitName,circuit name,circuit name,circuitName,FormulaOneRacing,
http://dbpedia.org/ontology/circumcised,circumcised,circumcised,circumcised,Person,
http://dbpedia.org/ontology/cityLink,city link,city link,cityLink,Place,
http://dbpedia.org/ontology/citySince,city since,city since,citySince,PopulatedPlace,
http://dbpedia.org/ontology/clade,clade,clade,clade,Species,
http://dbpedia.org/ontology/climate,climate,climate,climate,Place,
http://dbpedia.org/ontology/climbUpNumber,clip up number,clip up number,climbUpNumber,Place,
http://dbpedia.org/ontology/clothSize,cloth size,cloth size,clothSize,Person,
http://dbpedia.org/ontology/clothingSize,clothing size,clothing size,clothingSize,Person,
http://dbpedia.org/ontology/cluster,cluster,cluster,cluster,Galaxy,
http://dbpedia.org/ontology/cmpEvaDuration,CMP EVA duration (s),CMP EVA duration (s),cmpEvaDuration,SpaceMission,Time
http://dbpedia.org/ontology/coExecutiveProducer,co executive producer,co executive producer,coExecutiveProducer,TelevisionShow,Person
http://dbpedia.org/ontology/coProducer,co producer,co producer,coProducer,TelevisionShow,Person
http://dbpedia.org/ontology/coachClub,coach club,coach club,coachClub,Athlete,SportsTeam
http://dbpedia.org/ontology/coachSeason,coach season,coach season,coachSeason,Athlete,
http://dbpedia.org/ontology/coachedTeam,coached team,coached team,coachedTeam,,SportsTeam
http://dbpedia.org/ontology/coalition,coalition,coalition,coalition,Person,
http://dbpedia.org/ontology/coastLength,length of a coast,length of a coast,coastLength,Place,
http://dbpedia.org/ontology/coastLine,coast line (μ),coast line (μ),coastLine,Settlement,Length
http://dbpedia.org/ontology/codeDistrict,City district code,City district code,codeDistrict,CityDistrict,
http://dbpedia.org/ontology/codeIndex,code on index,code on index,codeIndex,MemberResistanceMovement,
http://dbpedia.org/ontology/codeListOfHonour,code on List of Honour,code on List of Honour,codeListOfHonour,MemberResistanceMovement,
http://dbpedia.org/ontology/codeSettlement,settlement code,settlement code,codeSettlement,Settlement,
http://dbpedia.org/ontology/codeStockExchange,code Stock Exchange,code Stock Exchange,codeStockExchange,Company,
http://dbpedia.org/ontology/coemperor,coemperor,coemperor,coemperor,Monarch,Monarch
http://dbpedia.org/ontology/collaboration,collaboration,collaboration,collaboration,Person,Person
http://dbpedia.org/ontology/collectionSize,country,country,collectionSize,,
http://dbpedia.org/ontology/collectivityMinority,collectivity minority,collectivity minority,collectivityMinority,Settlement,
http://dbpedia.org/ontology/collegeHof,college hof,college hof,collegeHof,Athlete,
http://dbpedia.org/ontology/colonialName,colonial name,colonial name,colonialName,PopulatedPlace,
http://dbpedia.org/ontology/colorChart,colorChart,colorChart,colorChart,FictionalCharacter,
http://dbpedia.org/ontology/comic,comic,comic,comic,FictionalCharacter,Comic
http://dbpedia.org/ontology/comitat,comitat of a settlement,comitat of a settlement,comitat,HungarySettlement,
http://dbpedia.org/ontology/command,command,command,command,MilitaryPerson,
http://dbpedia.org/ontology/commandModule,command module,command module,commandModule,SpaceMission,
http://dbpedia.org/ontology/commandant,commandant,commandant,commandant,,Person
http://dbpedia.org/ontology/comment,comment,comment,comment,,
http://dbpedia.org/ontology/commissioner,commissioner,commissioner,commissioner,Work,
http://dbpedia.org/ontology/commissionerDate,commissioner date,commissioner date,commissionerDate,PopulatedPlace,
http://dbpedia.org/ontology/commune,commune,commune,commune,Settlement,Settlement
http://dbpedia.org/ontology/communityIsoCode,iso code of a community,iso code of a community,communityIsoCode,PopulatedPlace,
http://dbpedia.org/ontology/competition,competition,competition,competition,SportCompetitionResult,Event
http://dbpedia.org/ontology/competitionTitle,competition title,competition title,competitionTitle,Person,SportsEvent
http://dbpedia.org/ontology/complexion,complexion,complexion,complexion,Person,
http://dbpedia.org/ontology/component,component,component,component,Brain,AnatomicalStructure
http://dbpedia.org/ontology/computingInput,Computing input,Computing input,computingInput,Software,
http://dbpedia.org/ontology/computingMedia,Computing Media,Computing Media,computingMedia,Software,
http://dbpedia.org/ontology/conflict,conflict,conflict,conflict,,MilitaryConflict
http://dbpedia.org/ontology/consecration,consecration,consecration,consecration,Cleric,
http://dbpedia.org/ontology/constellation,constellation,constellation,constellation,CelestialBody,
http://dbpedia.org/ontology/construction,construction,construction,construction,ArchitecturalStructure,
http://dbpedia.org/ontology/contest,contest,contest,contest,Person,Contest
http://dbpedia.org/ontology/continentalTournament,continental tournament,continental tournament,continentalTournament,Person,Tournament
http://dbpedia.org/ontology/continentalTournamentBronze,continental tournament bronze,continental tournament bronze,continentalTournamentBronze,Person,
http://dbpedia.org/ontology/continentalTournamentGold,continental tournament gold,continental tournament gold,continentalTournamentGold,Person,
http://dbpedia.org/ontology/continentalTournamentSilver,continental tournament silver,continental tournament silver,continentalTournamentSilver,Person,
http://dbpedia.org/ontology/contractAward,contract award,contract award,contractAward,SpaceShuttle,
http://dbpedia.org/ontology/contractor,contractor,contractor,contractor,Skyscraper,Company
http://dbpedia.org/ontology/convictionDate,conviction date,conviction date,convictionDate,Person,
http://dbpedia.org/ontology/copilote,copilote,copilote,copilote,Person,Person
http://dbpedia.org/ontology/coronationDate,coronation date,coronation date,coronationDate,Royalty,
http://dbpedia.org/ontology/council,council of a liechtenstein settlement,council of a liechtenstein settlement,council,LiechtensteinSettlement,
http://dbpedia.org/ontology/cousurper,cousurper,cousurper,cousurper,Person,Person
http://dbpedia.org/ontology/created,created,created,created,Person,Work
http://dbpedia.org/ontology/creationChristianBishop,creation christian bishop,creation christian bishop,creationChristianBishop,Bishop,
http://dbpedia.org/ontology/creationYear,year of creation,year of creation,creationYear,,
http://dbpedia.org/ontology/credit,credit,credit,credit,Openswarm,
http://dbpedia.org/ontology/crest,crest,crest,crest,,
http://dbpedia.org/ontology/crew,crew,crew,crew,Spacecraft,SpaceMission
http://dbpedia.org/ontology/crewSize,crew size,crew size,crewSize,SpaceMission,
http://dbpedia.org/ontology/criteria,criteria,criteria,criteria,,
http://dbpedia.org/ontology/currentCity,current city,current city,currentCity,,City
http://dbpedia.org/ontology/currentLeague,current league,current league,currentLeague,Athlete,SportsLeague
http://dbpedia.org/ontology/currentRank,current rank,current rank,currentRank,SnookerPlayer,
http://dbpedia.org/ontology/currentTeam,current team,current team,currentTeam,Athlete,SportsTeam
http://dbpedia.org/ontology/currentTeamManager,current team manager,current team manager,currentTeamManager,Person,SportsTeam
http://dbpedia.org/ontology/currentWorldChampion,current world champion,current world champion,currentWorldChampion,Sport,Agent
http://dbpedia.org/ontology/custodian,custodian,custodian,custodian,EducationalInstitution,Person
http://dbpedia.org/ontology/cyclistGenre,cyclist genre,cyclist genre,cyclistGenre,"Athlete, CareerStation",
http://dbpedia.org/ontology/daira,daira,daira,daira,Settlement,Place
http://dbpedia.org/ontology/danseCompetition,danse competition,danse competition,danseCompetition,Person,
http://dbpedia.org/ontology/danseScore,danse score,danse score,danseScore,Person,
http://dbpedia.org/ontology/dateAgreement,date of an agreement,date of an agreement,dateAgreement,Place,
http://dbpedia.org/ontology/dateBudget,date budget,date budget,dateBudget,,
http://dbpedia.org/ontology/dateCompleted,date completed,date completed,dateCompleted,Canal,
http://dbpedia.org/ontology/dateConstruction,date construction,date construction,dateConstruction,Canal,
http://dbpedia.org/ontology/dateExtended,date extended,date extended,dateExtended,Canal,
http://dbpedia.org/ontology/dateLastUpdated,Date Last Updated,Date Last Updated,dateLastUpdated,Document,
http://dbpedia.org/ontology/dateOfBurial,date of burial,date of burial,dateOfBurial,Person,
http://dbpedia.org/ontology/daughter,daughter,daughter,daughter,Woman,Person
http://dbpedia.org/ontology/daylightSavingTimeZone,daylight saving time zone,daylight saving time zone,daylightSavingTimeZone,Place,
http://dbpedia.org/ontology/deFactoLanguage,de facto language,de facto language,deFactoLanguage,,Language
http://dbpedia.org/ontology/deadInFightDate,dead in fight date,dead in fight date,deadInFightDate,Person,
http://dbpedia.org/ontology/deadInFightPlace,dead in fight place,dead in fight place,deadInFightPlace,Person,
http://dbpedia.org/ontology/deathAge,death age,death age,deathAge,Person,
http://dbpedia.org/ontology/debut,debut,debut,debut,Wrestler,
http://dbpedia.org/ontology/dec,dec,dec,dec,Openswarm,
http://dbpedia.org/ontology/decay,decay,decay,decay,Spacecraft,
http://dbpedia.org/ontology/decideDate,decide date,decide date,decideDate,SupremeCourtOfTheUnitedStatesCase,
http://dbpedia.org/ontology/decoration,decoration,decoration,decoration,Person,
http://dbpedia.org/ontology/defeat,defeat,defeat,defeat,Boxer,
http://dbpedia.org/ontology/defeatAsMgr,defeat as team manager,defeat as team manager,defeatAsMgr,Coach,
http://dbpedia.org/ontology/definition,definition,definition,definition,Galaxy,
http://dbpedia.org/ontology/delegateMayor,delegate mayor,delegate mayor,delegateMayor,PopulatedPlace,Person
http://dbpedia.org/ontology/delegation,delegation,delegation,delegation,PopulatedPlace,
http://dbpedia.org/ontology/deme,deme,deme,deme,PopulatedPlace,
http://dbpedia.org/ontology/demographics,demographics,demographics,demographics,PopulatedPlace,Demographics
http://dbpedia.org/ontology/demographicsAsOf,demographics as of,demographics as of,demographicsAsOf,PopulatedPlace,
http://dbpedia.org/ontology/departmentCode,محکمہ کا کوڈ,محکمہ کا کوڈ,departmentCode,Municipality,
http://dbpedia.org/ontology/departmentPosition,geolocDepartment,geolocDepartment,departmentPosition,PopulatedPlace,
http://dbpedia.org/ontology/depthQuote,depth quote,depth quote,depthQuote,Place,
http://dbpedia.org/ontology/depths,depths,depths,depths,Place,Depth
http://dbpedia.org/ontology/derivedWord,derived word,derived word,derivedWord,Person,
http://dbpedia.org/ontology/detractor,detractor,detractor,detractor,Person,Person
http://dbpedia.org/ontology/digitalSubChannel,digital sub channel,digital sub channel,digitalSubChannel,Broadcaster,
http://dbpedia.org/ontology/diploma,diploma,diploma,diploma,Person,Diploma
http://dbpedia.org/ontology/disappearanceDate,date disappearance of a populated place,date disappearance of a populated place,disappearanceDate,PopulatedPlace,
http://dbpedia.org/ontology/discharge,discharge (m³/s),discharge (m³/s),discharge,Stream,FlowRate
http://dbpedia.org/ontology/dischargeAverage,discharge average (m³/s),discharge average (m³/s),dischargeAverage,MeanOfTransportation,FlowRate
http://dbpedia.org/ontology/discontinued,discontinued,discontinued,discontinued,Beverage,
http://dbpedia.org/ontology/discovery,date when the island has been discovered,date when the island has been discovered,discovery,Island,
http://dbpedia.org/ontology/diseasesDb,diseasesDb,diseasesDb,diseasesDb,Disease,
http://dbpedia.org/ontology/dist_ly,dist_ly,dist_ly,dist_ly,Openswarm,
http://dbpedia.org/ontology/dist_pc,dist_pc,dist_pc,dist_pc,Openswarm,
http://dbpedia.org/ontology/distanceToCapital,distance to capital (μ),distance to capital (μ),distanceToCapital,Settlement,Length
http://dbpedia.org/ontology/distanceToNearestCity,distance to nearest city (μ),distance to nearest city (μ),distanceToNearestCity,Settlement,Length
http://dbpedia.org/ontology/distanceTraveled,distance traveled (μ),distance traveled (μ),distanceTraveled,SpaceMission,Length
http://dbpedia.org/ontology/dockedTime,docked time (s),docked time (s),dockedTime,Spacecraft,Time
http://dbpedia.org/ontology/documentDesignation,String designation of the WrittenWork describing the resource,String designation of the WrittenWork describing the resource,documentDesignation,,
http://dbpedia.org/ontology/dorlandsId,DorlandsID,DorlandsID,dorlandsId,AnatomicalStructure,
http://dbpedia.org/ontology/dorlandsPrefix,Dorlands prefix,Dorlands prefix,dorlandsPrefix,AnatomicalStructure,
http://dbpedia.org/ontology/dorlandsSuffix,Dorlands suffix,Dorlands suffix,dorlandsSuffix,AnatomicalStructure,
http://dbpedia.org/ontology/draftPosition,draft position,draft position,draftPosition,Athlete,
http://dbpedia.org/ontology/drama,drama,drama,drama,FictionalCharacter,Drama
http://dbpedia.org/ontology/drug,Drug,Drug,drug,,
http://dbpedia.org/ontology/dryCargo,dry cargo (g),dry cargo (g),dryCargo,Spacecraft,Mass
http://dbpedia.org/ontology/dutchArtworkCode,Dutch artwork code,Dutch artwork code,dutchArtworkCode,Artwork,
http://dbpedia.org/ontology/dutchCOROPCode,Dutch COROP code,Dutch COROP code,dutchCOROPCode,Region,
http://dbpedia.org/ontology/dutchNAIdentifier,Identifier for Duch National Archive,Identifier for Duch National Archive,dutchNAIdentifier,MemberResistanceMovement,
http://dbpedia.org/ontology/dutchRKDCode,Dutch RKD code,Dutch RKD code,dutchRKDCode,Artist,
http://dbpedia.org/ontology/dynasty,dynasty,dynasty,dynasty,,
http://dbpedia.org/ontology/eTeatrId,e-teatr.pl id,e-teatr.pl id,eTeatrId,Film,
http://dbpedia.org/ontology/educationPlace,education place,education place,educationPlace,Person,Place
http://dbpedia.org/ontology/egafdId,egafd id,egafd id,egafdId,Film,
http://dbpedia.org/ontology/einecsNumber,EINECS number,EINECS number,einecsNumber,,
http://dbpedia.org/ontology/elevationQuote,elevation quote,elevation quote,elevationQuote,Place,
http://dbpedia.org/ontology/elo,ELO rating,ELO rating,elo,ChessPlayer,
http://dbpedia.org/ontology/eloRecord,maximum ELO rating,maximum ELO rating,eloRecord,ChessPlayer,
http://dbpedia.org/ontology/emblem,emblem,emblem,emblem,PopulatedPlace,
http://dbpedia.org/ontology/emmyAward,Emmy Award,Emmy Award,emmyAward,Artist,Award
http://dbpedia.org/ontology/employersCelebration,employer's celebration,employer's celebration,employersCelebration,Settlement,
http://dbpedia.org/ontology/endCareer,end career,end career,endCareer,Person,
http://dbpedia.org/ontology/endOccupation,end occupation,end occupation,endOccupation,,
http://dbpedia.org/ontology/endPoint,end point,end point,endPoint,Place,Place
http://dbpedia.org/ontology/endReign,end reign,end reign,endReign,Person,
http://dbpedia.org/ontology/endYear,end year,end year,endYear,,
http://dbpedia.org/ontology/endangeredSince,endangered since,endangered since,endangeredSince,Place,
http://dbpedia.org/ontology/enemy,enemy,enemy,enemy,FictionalCharacter,Species
http://dbpedia.org/ontology/ensembl,ensemble,ensemble,ensembl,Biomolecule,
http://dbpedia.org/ontology/enshrinedDeity,enshrined deity,enshrined deity,enshrinedDeity,Shrine,Deity
http://dbpedia.org/ontology/entourage,entourage,entourage,entourage,FictionalCharacter,Species
http://dbpedia.org/ontology/episode,episode,episode,episode,FictionalCharacter,
http://dbpedia.org/ontology/eptFinalTable,ept final table,ept final table,eptFinalTable,PokerPlayer,
http://dbpedia.org/ontology/eptItm,ept itm,ept itm,eptItm,PokerPlayer,
http://dbpedia.org/ontology/eptTitle,ept title,ept title,eptTitle,PokerPlayer,
http://dbpedia.org/ontology/eruption,eruption,eruption,eruption,Island,
http://dbpedia.org/ontology/escalafon,escalafon,escalafon,escalafon,Person,
http://dbpedia.org/ontology/establishment,Establishment,Establishment,establishment,ChristianDoctrine,
http://dbpedia.org/ontology/ethnicGroupsInYear,ethnic groups in year,ethnic groups in year,ethnicGroupsInYear,,
http://dbpedia.org/ontology/ethnicity,ethnicity,ethnicity,ethnicity,Person,EthnicGroup
http://dbpedia.org/ontology/eurobabeIndexId,eurobabe index id,eurobabe index id,eurobabeIndexId,Film,
http://dbpedia.org/ontology/europeanChampionship,european championship,european championship,europeanChampionship,Athlete,
http://dbpedia.org/ontology/europeanUnionEntranceDate,european union entrance date,european union entrance date,europeanUnionEntranceDate,Country,
http://dbpedia.org/ontology/eventDate,event date,event date,eventDate,Place,
http://dbpedia.org/ontology/executiveHeadteacher,executive headteacher,executive headteacher,executiveHeadteacher,School,Person
http://dbpedia.org/ontology/existence,existence,existence,existence,,
http://dbpedia.org/ontology/expedition,expedition,expedition,expedition,Person,
http://dbpedia.org/ontology/explorer,explorer,explorer,explorer,Galaxy,
http://dbpedia.org/ontology/externalOrnament,external ornament,external ornament,externalOrnament,Person,
http://dbpedia.org/ontology/eyeColour,eye colour,eye colour,eyeColour,Person,
http://dbpedia.org/ontology/familyMember,family member,family member,familyMember,Family,Person
http://dbpedia.org/ontology/fauna,fauna,fauna,fauna,Place,
http://dbpedia.org/ontology/fc,FC,FC,fc,Cricketer,
http://dbpedia.org/ontology/fcRuns,FC runs,FC runs,fcRuns,Cricketer,
http://dbpedia.org/ontology/feat,feat,feat,feat,Person,
http://dbpedia.org/ontology/feature,feature,feature,feature,FictionalCharacter,
http://dbpedia.org/ontology/features,features,features,features,ArchitecturalStructure,Work
http://dbpedia.org/ontology/fedCup,fed cup,fed cup,fedCup,Athlete,
http://dbpedia.org/ontology/federation,federation,federation,federation,Person,Organisation
http://dbpedia.org/ontology/fibahof,fibahof,fibahof,fibahof,Athlete,
http://dbpedia.org/ontology/fight,fight,fight,fight,Boxer,
http://dbpedia.org/ontology/fighter,fighter,fighter,fighter,,
http://dbpedia.org/ontology/fileExtension,The extension of this file,The extension of this file,fileExtension,File,
http://dbpedia.org/ontology/fileURL,The URL at which this file can be downloaded,The URL at which this file can be downloaded,fileURL,File,File
http://dbpedia.org/ontology/fillingStation,filling station,filling station,fillingStation,RestArea,FillingStation
http://dbpedia.org/ontology/film,film,film,film,FilmFestival,Film
http://dbpedia.org/ontology/filmFareAward,Film Fare Award,Film Fare Award,filmFareAward,Artist,Award
http://dbpedia.org/ontology/filmNumber,film number,film number,filmNumber,Person,
http://dbpedia.org/ontology/filmPolskiId,FilmPolski.pl id,FilmPolski.pl id,filmPolskiId,,
http://dbpedia.org/ontology/filmRuntime,film runtime (s),film runtime (s),filmRuntime,Film,Time
http://dbpedia.org/ontology/filmVersion,film version,film version,filmVersion,WrittenWork,Film
http://dbpedia.org/ontology/finalLost,final lost,final lost,finalLost,TennisPlayer,
http://dbpedia.org/ontology/finalLostDouble,final lost double,final lost double,finalLostDouble,TennisPlayer,
http://dbpedia.org/ontology/finalLostSingle,final lost single,final lost single,finalLostSingle,TennisPlayer,
http://dbpedia.org/ontology/finalLostTeam,final lost team,final lost team,finalLostTeam,Athlete,
http://dbpedia.org/ontology/fipsCode,fips code,fips code,fipsCode,PopulatedPlace,
http://dbpedia.org/ontology/firstAscent,first ascent,first ascent,firstAscent,"Mountain, Volcano",
http://dbpedia.org/ontology/firstBroadcast,first broadcast,first broadcast,firstBroadcast,Film,
http://dbpedia.org/ontology/firstFlight,first flight,first flight,firstFlight,SpaceShuttle,SpaceMission
